year_film,year_ceremony,ceremony,Category,gender,name,Race,film,winner
1994,1995,67,VISUAL EFFECTS,Male,"Ken Ralston, George Murphy, Stephen Rosenbaum, Allen Hall",White,Forrest Gump,TRUE
1994,1995,67,VISUAL EFFECTS,Male,"Scott Squires, Steve Williams, Tom Bertino, Jon Farhat",White,The Mask,FALSE
1994,1995,67,VISUAL EFFECTS,Male,"John Bruno, Thomas L. Fisher, Jacques Stroweis, Patrick McClung",White,True Lies,FALSE
1994,1995,67,WRITING (Adapted Screenplay),Male,Eric Roth,White,Forrest Gump,TRUE
1994,1995,67,WRITING (Adapted Screenplay),Male,Alan Bennett,White,The Madness of King George,FALSE
1994,1995,67,WRITING (Adapted Screenplay),Male,Robert Benton,White,Nobody's Fool,FALSE
1994,1995,67,WRITING (Adapted Screenplay),Male,Paul Attanasio,White,Quiz Show,FALSE
1994,1995,67,WRITING (Adapted Screenplay),Male,Frank Darabont,White,The Shawshank Redemption,FALSE
1994,1995,67,WRITING (Screenplay Written Directly for the Screen),Male,"Woody Allen, Douglas McGrath",White,Bullets over Broadway,FALSE
1994,1995,67,WRITING (Screenplay Written Directly for the Screen),Male,Richard Curtis,White,Four Weddings and a Funeral,FALSE
1994,1995,67,WRITING (Screenplay Written Directly for the Screen),Female,"Frances Walsh, Peter Jackson",White,Heavenly Creatures,FALSE
1994,1995,67,WRITING (Screenplay Written Directly for the Screen),Male,Screenplay by Quentin Tarantino;  Stories by Quentin Tarantino & Roger Avary,White,Pulp Fiction,TRUE
1994,1995,67,WRITING (Screenplay Written Directly for the Screen),Male,"Krzysztof Piesiewicz, Krzysztof Kieslowski",White,Red,FALSE
1994,1995,67,JEAN HERSHOLT HUMANITARIAN AWARD,Male,Quincy Jones,Black,,TRUE
1994,1995,67,HONORARY AWARD,Male, Michelangelo Antonioni in recognition of his place as one of the cinema's master visual stylists.,White,,TRUE
1994,1995,67,IRVING G. THALBERG MEMORIAL AWARD,Male,Clint Eastwood,White,,TRUE
1995,1996,68,PRODUCTION DESIGN,Female,Art Direction:  Michael Corenblith;  Set Decoration:  Merideth Boswell,White,Apollo 13,FALSE
1995,1996,68,PRODUCTION DESIGN,Female,Art Direction:  Roger Ford;  Set Decoration:  Kerrie Brown,White,Babe,FALSE
1995,1996,68,PRODUCTION DESIGN,Female,Art Direction:  Bo Welch;  Set Decoration:  Cheryl Carasik,White,A Little Princess,FALSE
1995,1996,68,PRODUCTION DESIGN,Male,Eugenio Zanetti,White,Restoration,TRUE
1995,1996,68,PRODUCTION DESIGN,Male,Tony Burrough,White,Richard III,FALSE
1995,1996,68,CINEMATOGRAPHY,Male,Stephen Goldblatt,White,Batman Forever,FALSE
1995,1996,68,CINEMATOGRAPHY,Male,John Toll,White,Braveheart,TRUE
1995,1996,68,CINEMATOGRAPHY,Male,Emmanuel Lubezki,White,A Little Princess,FALSE
1995,1996,68,CINEMATOGRAPHY,Male,Michael Coulter,White,Sense and Sensibility,FALSE
1995,1996,68,CINEMATOGRAPHY,Male,Lu Yue,Asian,Shanghai Triad,FALSE
1995,1996,68,COSTUME DESIGN,Male,Charles Knode,White,Braveheart,FALSE
1995,1996,68,COSTUME DESIGN,Male,James Acheson,White,Restoration,TRUE
1995,1996,68,COSTUME DESIGN,Female,Shuna Harwood,White,Richard III,FALSE
1995,1996,68,COSTUME DESIGN,Female,"Jenny Beavan, John Bright",White,Sense and Sensibility,FALSE
1995,1996,68,COSTUME DESIGN,Female,Julie Weiss,White,12 Monkeys,FALSE
1995,1996,68,DIRECTING,Male,Chris Noonan,White,Babe,FALSE
1995,1996,68,DIRECTING,Male,Mel Gibson,White,Braveheart,TRUE
1995,1996,68,DIRECTING,Male,Tim Robbins,White,Dead Man Walking,FALSE
1995,1996,68,DIRECTING,Male,Mike Figgis,White,Leaving Las Vegas,FALSE
1995,1996,68,DIRECTING,Male,Michael Radford,White,The Postman (Il Postino),FALSE
1995,1996,68,DOCUMENTARY (Feature),Male,Jon Blair,White,Anne Frank Remembered,TRUE
1995,1996,68,DOCUMENTARY (Feature),Male,"Thomas Lennon, Michael Epstein",White,The Battle over Citizen Kane,FALSE
1995,1996,68,DOCUMENTARY (Feature),Male,"Allan Miller, Walter Scheuer",White,Fiddlefest--Roberta Tzavaras and Her East Harlem Violin Program,FALSE
1995,1996,68,DOCUMENTARY (Feature),Male,"Mike Tollin, Fredric Golding",White,Hank Aaron: Chasing the Dream,FALSE
1995,1996,68,DOCUMENTARY (Feature),Female,"Jeanne Jordan, Steven Ascher",White,Troublesome Creek: A Midwestern,FALSE
1995,1996,68,DOCUMENTARY (Short Subject),Male,"Nancy Dine, Richard Stilwell",White,Jim Dine: A Self-Portrait on the Walls,FALSE
1995,1996,68,DOCUMENTARY (Short Subject),Male,"Greg MacGillivray, Alec Lorimore",White,The Living Sea,FALSE
1995,1996,68,DOCUMENTARY (Short Subject),Female,"Terry Sanders, Freida Lee Mock",White,Never Give Up: The 20th Century Odyssey of Herbert Zipper,FALSE
1995,1996,68,DOCUMENTARY (Short Subject),Male,Kary Antholis,White,One Survivor Remembers,TRUE
1995,1996,68,DOCUMENTARY (Short Subject),Male,Charles Guggenheim,White,The Shadow of Hate,FALSE
1995,1996,68,FILM EDITING,Male,"Mike Hill, Dan Hanley",White,Apollo 13,TRUE
1995,1996,68,FILM EDITING,Male,"Marcus D'Arcy, Jay Friedkin",White,Babe,FALSE
1995,1996,68,FILM EDITING,Male,Steven Rosenblum,White,Braveheart,FALSE
1995,1996,68,FILM EDITING,Male,Chris Lebenzon,White,Crimson Tide,FALSE
1995,1996,68,FILM EDITING,Male,Richard Francis-Bruce,White,Seven,FALSE
1995,1996,68,FOREIGN LANGUAGE FILM,Male,Sweden,White,All Things Fair,FALSE
1995,1996,68,FOREIGN LANGUAGE FILM,Female,The Netherlands,White,Antonia's Line,TRUE
1995,1996,68,FOREIGN LANGUAGE FILM,Male,Algeria,White,Dust of Life,FALSE
1995,1996,68,FOREIGN LANGUAGE FILM,Male,Brazil,White,O Quatrilho,FALSE
1995,1996,68,FOREIGN LANGUAGE FILM,Male,Italy,White,The Star Maker,FALSE
1995,1996,68,MAKEUP,Female,"Peter Frampton, Paul Pattison, Lois Burwell",White,Braveheart,TRUE
1995,1996,68,MAKEUP,Male,"Ken Diaz, Mark Sanchez",White,"My Family, Mi Familia",FALSE
1995,1996,68,MAKEUP,Female,"Greg Cannom, Bob Laden, Colleen Callaghan",White,Roommates,FALSE
1995,1996,68,MUSIC (Original Dramatic Score),Male,James Horner,White,Apollo 13,FALSE
1995,1996,68,MUSIC (Original Dramatic Score),Male,James Horner,White,Braveheart,FALSE
1995,1996,68,MUSIC (Original Dramatic Score),Male,John Williams,White,Nixon,FALSE
1995,1996,68,MUSIC (Original Dramatic Score),Male,Luis Enrique Bacalov,White,The Postman (Il Postino),TRUE
1995,1996,68,MUSIC (Original Dramatic Score),Male,Patrick Doyle,White,Sense and Sensibility,FALSE
1995,1996,68,MUSIC (Original Musical or Comedy Score),Male,Marc Shaiman,White,The American President,FALSE
1995,1996,68,MUSIC (Original Musical or Comedy Score),Male,Music by Alan Menken; Lyrics by Stephen Schwartz; Orchestral Score by Alan Menken,White,Pocahontas,TRUE
1995,1996,68,MUSIC (Original Musical or Comedy Score),Male,John Williams,White,Sabrina,FALSE
1995,1996,68,MUSIC (Original Musical or Comedy Score),Male,Randy Newman,White,Toy Story,FALSE
1995,1996,68,MUSIC (Original Musical or Comedy Score),Male,Thomas Newman,White,Unstrung Heroes,FALSE
1995,1996,68,MUSIC (Original Song),Male,Music by Alan Menken; Lyric by Stephen Schwartz,White,Pocahontas,TRUE
1995,1996,68,MUSIC (Original Song),Male,Music and Lyric by Bruce Springsteen,White,Dead Man Walking,FALSE
1995,1996,68,MUSIC (Original Song),Male,"Music and Lyric by Michael Kamen, Bryan Adams and Robert John Lange",White,Don Juan DeMarco,FALSE
1995,1996,68,MUSIC (Original Song),Female,Music by John Williams; Lyric by Alan Bergman and Marilyn Bergman,White,Sabrina,FALSE
1995,1996,68,MUSIC (Original Song),Male,Music and Lyric by Randy Newman,White,Toy Story,FALSE
1995,1996,68,BEST PICTURE,Male,"Brian Grazer, Producer",White,Apollo 13,FALSE
1995,1996,68,BEST PICTURE,Male,"George Miller, Doug Mitchell and Bill Miller, Producers",White,Babe,FALSE
1995,1996,68,BEST PICTURE,Male,"Mel Gibson, Alan Ladd, Jr. and Bruce Davey, Producers",White,Braveheart,TRUE
1995,1996,68,BEST PICTURE,Male,"Mario Cecchi Gori, Vittorio Cecchi Gori and Gaetano Daniele, Producers",White,The Postman (Il Postino),FALSE
1995,1996,68,BEST PICTURE,Female,"Lindsay Doran, Producer",White,Sense and Sensibility,FALSE
1995,1996,68,SHORT FILM (Animated),Male,John R. Dilworth,White,The Chicken from Outer Space,FALSE
1995,1996,68,SHORT FILM (Animated),Male,Nick Park,White,A Close Shave,TRUE
1995,1996,68,SHORT FILM (Animated),Male,"Chris Landreth, Robin Bargar",White,the end,FALSE
1995,1996,68,SHORT FILM (Animated),Male,Alexij Kharitidi,White,Gagarin,FALSE
1995,1996,68,SHORT FILM (Animated),Male,Chris Bailey,White,Runaway Brain,FALSE
1995,1996,68,SHORT FILM (Live Action),Male,"Luke Cresswell, Steve McNicholas",White,Brooms,FALSE
1995,1996,68,SHORT FILM (Live Action),Male,"Griffin Dunne, Thom Colwell",White,Duke of Groove,FALSE
1995,1996,68,SHORT FILM (Live Action),Female,"Christine Lahti, Jana Sue Memel",White,Lieberman in Love,TRUE
1995,1996,68,SHORT FILM (Live Action),Female,"Jeff Goldblum, Tikki Goldberg",White,Little Surprises,FALSE
1995,1996,68,SHORT FILM (Live Action),Female,"Dianne Houston, Joy Ryan",Black,Tuesday Morning Ride,FALSE
1995,1996,68,SOUND,Male,"Rick Dior, Steve Pederson, Scott Millan, David MacMillan",White,Apollo 13,TRUE
1995,1996,68,SOUND,Male,"Donald O. Mitchell, Frank A. Montaño, Michael Herbick, Petur Hliddal",White,Batman Forever,FALSE
1995,1996,68,SOUND,Female,"Andy Nelson, Scott Millan, Anna Behlmer, Brian Simmons",White,Braveheart,FALSE
1995,1996,68,SOUND,Male,"Kevin O'Connell, Rick Kline, Gregory H. Watkins, William B. Kaplan",White,Crimson Tide,FALSE
1995,1996,68,SOUND,Male,"Steve Maslow, Gregg Landaker, Keith A. Wester",White,Waterworld,FALSE
1995,1996,68,SOUND EFFECTS EDITING,Male,"John Leveque, Bruce Stambler",White,Batman Forever,FALSE
1995,1996,68,SOUND EFFECTS EDITING,Male,"Lon Bender, Per Hallberg",White,Braveheart,TRUE
1995,1996,68,SOUND EFFECTS EDITING,Male,George Watters II,White,Crimson Tide,FALSE
1995,1996,68,VISUAL EFFECTS,Male,"Robert Legato, Michael Kanfer, Leslie Ekker, Matt Sweeney",White,Apollo 13,FALSE
1995,1996,68,VISUAL EFFECTS,Male,"Scott E. Anderson, Charles Gibson, Neal Scanlan, John Cox",White,Babe,TRUE
1995,1996,68,WRITING (Adapted Screenplay),Male,"William Broyles, Jr., Al Reinert",White,Apollo 13,FALSE
1995,1996,68,WRITING (Adapted Screenplay),Male,"George Miller, Chris Noonan",White,Babe,FALSE
1995,1996,68,WRITING (Adapted Screenplay),Male,Mike Figgis,White,Leaving Las Vegas,FALSE
1995,1996,68,WRITING (Adapted Screenplay),Female,"Anna Pavignano, Michael Radford, Furio Scarpelli, Giacomo Scarpelli, Massimo Troisi",White,The Postman (Il Postino),FALSE
1995,1996,68,WRITING (Adapted Screenplay),Female,Emma Thompson,White,Sense and Sensibility,TRUE
1995,1996,68,WRITING (Screenplay Written Directly for the Screen),Male,Randall Wallace,White,Braveheart,FALSE
1995,1996,68,WRITING (Screenplay Written Directly for the Screen),Male,Woody Allen,White,Mighty Aphrodite,FALSE
1995,1996,68,WRITING (Screenplay Written Directly for the Screen),Male,"Stephen J. Rivele, Christopher Wilkinson, Oliver Stone",White,Nixon,FALSE
1995,1996,68,WRITING (Screenplay Written Directly for the Screen),Male,"Screenplay by Joss Whedon, Andrew Stanton, Joel Cohen, Alec Sokolow;  Story by John Lasseter, Peter Docter, Andrew Stanton, Joe Ranft",White,Toy Story,FALSE
1995,1996,68,WRITING (Screenplay Written Directly for the Screen),Male,Christopher McQuarrie,White,The Usual Suspects,TRUE
1995,1996,68,SPECIAL ACHIEVEMENT AWARD,Male, John Lasseter,White,,TRUE
1995,1996,68,HONORARY AWARD,Male, Kirk Douglas,White,,TRUE
1995,1996,68,HONORARY AWARD,Male, Chuck Jones,White,,TRUE
1996,1997,69,PRODUCTION DESIGN,Female,Art Direction:  Bo Welch;  Set Decoration:  Cheryl Carasik,White,The Birdcage,FALSE
1996,1997,69,PRODUCTION DESIGN,Female,Art Direction:  Stuart Craig;  Set Decoration:  Stephenie McMillan,White,The English Patient,TRUE
1996,1997,69,PRODUCTION DESIGN,Male,Art Direction:  Brian Morris;  Set Decoration:  Philippe Turlure,White,Evita,FALSE
1996,1997,69,PRODUCTION DESIGN,Male,Tim Harvey,White,Hamlet,FALSE
1996,1997,69,PRODUCTION DESIGN,Female,Art Direction:  Catherine Martin;  Set Decoration:  Brigitte Broch,White,William Shakespeare's Romeo & Juliet,FALSE
1996,1997,69,CINEMATOGRAPHY,Male,John Seale,White,The English Patient,TRUE
1996,1997,69,CINEMATOGRAPHY,Male,Darius Khondji,Asian,Evita,FALSE
1996,1997,69,CINEMATOGRAPHY,Male,Roger Deakins,White,Fargo,FALSE
1996,1997,69,CINEMATOGRAPHY,Male,Caleb Deschanel,White,Fly Away Home,FALSE
1996,1997,69,CINEMATOGRAPHY,Male,Chris Menges,White,Michael Collins,FALSE
1996,1997,69,COSTUME DESIGN,Male,Paul Brown,White,Angels and Insects,FALSE
1996,1997,69,COSTUME DESIGN,Female,Ruth Myers,White,Emma,FALSE
1996,1997,69,COSTUME DESIGN,Female,Ann Roth,White,The English Patient,TRUE
1996,1997,69,COSTUME DESIGN,Male,Alex Byrne,White,Hamlet,FALSE
1996,1997,69,COSTUME DESIGN,Female,Janet Patterson,White,The Portrait of a Lady,FALSE
1996,1997,69,DIRECTING,Male,Anthony Minghella,White,The English Patient,TRUE
1996,1997,69,DIRECTING,Male,Joel Coen,White,Fargo,FALSE
1996,1997,69,DIRECTING,Male,Milos Forman,White,The People vs. Larry Flynt,FALSE
1996,1997,69,DIRECTING,Male,Mike Leigh,White,Secrets & Lies,FALSE
1996,1997,69,DIRECTING,Male,Scott Hicks,White,Shine,FALSE
1996,1997,69,DOCUMENTARY (Feature),Female,Susan W. Dryfoos,White,The Line King: The Al Hirschfeld Story,FALSE
1996,1997,69,DOCUMENTARY (Feature),Male,"Jo Menell, Angus Gibson",White,Mandela,FALSE
1996,1997,69,DOCUMENTARY (Feature),Female,"Anne Belle, Deborah Dickson",White,Suzanne Farrell: Elusive Muse,FALSE
1996,1997,69,DOCUMENTARY (Feature),Male,Rick Goldsmith,White,Tell the Truth and Run: George Seldes and the American Press,FALSE
1996,1997,69,DOCUMENTARY (Feature),Male,"Leon Gast, David Sonenberg",White,When We Were Kings,TRUE
1996,1997,69,DOCUMENTARY (Short Subject),Female,Jessica Yu,Asian,Breathing Lessons: The Life and Work of Mark O'Brien,TRUE
1996,1997,69,DOCUMENTARY (Short Subject),Male,"Jeffrey Marvin, Bayley Silleck",White,Cosmic Voyage,FALSE
1996,1997,69,DOCUMENTARY (Short Subject),Male,Perry Wolff,White,An Essay on Matisse,FALSE
1996,1997,69,DOCUMENTARY (Short Subject),Female,"Susanne Simpson, Ben Burtt",White,Special Effects,FALSE
1996,1997,69,DOCUMENTARY (Short Subject),Male,"Paul Seydor, Nick Redman",White,The Wild Bunch: An Album in Montage,FALSE
1996,1997,69,FILM EDITING,Male,Walter Murch,White,The English Patient,TRUE
1996,1997,69,FILM EDITING,Male,Gerry Hambling,White,Evita,FALSE
1996,1997,69,FILM EDITING,Male,Roderick Jaynes,White,Fargo,FALSE
1996,1997,69,FILM EDITING,Male,Joe Hutshing,White,Jerry Maguire,FALSE
1996,1997,69,FILM EDITING,Female,Pip Karmel,White,Shine,FALSE
1996,1997,69,FOREIGN LANGUAGE FILM,Female,Georgia,White,A Chef in Love,FALSE
1996,1997,69,FOREIGN LANGUAGE FILM,Male,Czech Republic,White,Kolya,TRUE
1996,1997,69,FOREIGN LANGUAGE FILM,Female,Norway,White,The Other Side of Sunday,FALSE
1996,1997,69,FOREIGN LANGUAGE FILM,Male,Russia,White,Prisoner of the Mountains,FALSE
1996,1997,69,FOREIGN LANGUAGE FILM,Male,France,White,Ridicule,FALSE
1996,1997,69,MAKEUP,Female,"Matthew W. Mungle, Deborah La Mia Denaver",White,Ghosts of Mississippi,FALSE
1996,1997,69,MAKEUP,Male,"Rick Baker, David LeRoy Anderson",White,The Nutty Professor,TRUE
1996,1997,69,MAKEUP,Male,"Michael Westmore, Scott Wheeler, Jake Garber",White,Star Trek: First Contact,FALSE
1996,1997,69,MUSIC (Original Dramatic Score),Male,Gabriel Yared,Asian,The English Patient,TRUE
1996,1997,69,MUSIC (Original Dramatic Score),Male,Patrick Doyle,White,Hamlet,FALSE
1996,1997,69,MUSIC (Original Dramatic Score),Male,Elliot Goldenthal,White,Michael Collins,FALSE
1996,1997,69,MUSIC (Original Dramatic Score),Male,David Hirschfelder,White,Shine,FALSE
1996,1997,69,MUSIC (Original Dramatic Score),Male,John Williams,White,Sleepers,FALSE
1996,1997,69,MUSIC (Original Musical or Comedy Score),Female,Rachel Portman,White,Emma,TRUE
1996,1997,69,MUSIC (Original Musical or Comedy Score),Male,Marc Shaiman,White,The First Wives Club,FALSE
1996,1997,69,MUSIC (Original Musical or Comedy Score),Male,Music by Alan Menken; Lyrics by Stephen Schwartz; Orchestral Score by Alan Menken,White,The Hunchback of Notre Dame,FALSE
1996,1997,69,MUSIC (Original Musical or Comedy Score),Male,Randy Newman,White,James and the Giant Peach,FALSE
1996,1997,69,MUSIC (Original Musical or Comedy Score),Male,Hans Zimmer,White,The Preacher's Wife,FALSE
1996,1997,69,MUSIC (Original Song),Female,Music and Lyric by Diane Warren,White,Up Close and Personal,FALSE
1996,1997,69,MUSIC (Original Song),Male,"Music and Lyric by James Newton Howard, Jud J. Friedman and Allan Dennis Rich",White,One Fine Day,FALSE
1996,1997,69,MUSIC (Original Song),Female,"Music and Lyric by Barbra Streisand, Marvin Hamlisch, Bryan Adams and Robert 'Mutt' Lange",White,The Mirror Has Two Faces,FALSE
1996,1997,69,MUSIC (Original Song),Male,Music and Lyric by Adam Schlesinger,White,That Thing You Do!,FALSE
1996,1997,69,MUSIC (Original Song),Male,Music by Andrew Lloyd Webber; Lyric by Tim Rice,White,Evita,TRUE
1996,1997,69,BEST PICTURE,Male,"Saul Zaentz, Producer",White,The English Patient,TRUE
1996,1997,69,BEST PICTURE,Male,"Ethan Coen, Producer",White,Fargo,FALSE
1996,1997,69,BEST PICTURE,Male,"James L. Brooks, Laurence Mark, Richard Sakai and Cameron Crowe, Producers",White,Jerry Maguire,FALSE
1996,1997,69,BEST PICTURE,Male,"Simon Channing-Williams, Producer",White,Secrets & Lies,FALSE
1996,1997,69,BEST PICTURE,Female,"Jane Scott, Producer",White,Shine,FALSE
1996,1997,69,SHORT FILM (Animated),Male,"Timothy Hittle, Chris Peterson",White,Canhead,FALSE
1996,1997,69,SHORT FILM (Animated),Male,Richard Condie,White,La Salla,FALSE
1996,1997,69,SHORT FILM (Animated),Male,"Tyron Montgomery, Thomas Stellmach",White,Quest,TRUE
1996,1997,69,SHORT FILM (Animated),Male,Peter Lord,White,Wat's Pig,FALSE
1996,1997,69,SHORT FILM (Live Action),Male,Antonio Urrutia,White,"De Tripas, Corazon",FALSE
1996,1997,69,SHORT FILM (Live Action),Male,"David Frankel, Barry Jossen",White,Dear Diary,TRUE
1996,1997,69,SHORT FILM (Live Action),Male,"Kim Magnusson, Anders Thomas Jensen",White,Ernst & Lyset,FALSE
1996,1997,69,SHORT FILM (Live Action),Male,Juan Carlos Fresnadillo,White,Esposados,FALSE
1996,1997,69,SHORT FILM (Live Action),Female,"Bernadette Carranza, Antonello De Leo",White,Wordless,FALSE
1996,1997,69,SOUND,Male,"Walter Murch, Mark Berger, David Parker, Chris Newman",White,The English Patient,TRUE
1996,1997,69,SOUND,Female,"Andy Nelson, Anna Behlmer, Ken Weston",White,Evita,FALSE
1996,1997,69,SOUND,Male,"Chris Carpenter, Bill W. Benton, Bob Beemer, Jeff Wexler",White,Independence Day,FALSE
1996,1997,69,SOUND,Male,"Kevin O'Connell, Greg P. Russell, Keith A. Wester",White,The Rock,FALSE
1996,1997,69,SOUND,Male,"Steve Maslow, Gregg Landaker, Kevin O'Connell, Geoffrey Patterson",White,Twister,FALSE
1996,1997,69,SOUND EFFECTS EDITING,Male,"Richard L. Anderson, David A. Whittaker",White,Daylight,FALSE
1996,1997,69,SOUND EFFECTS EDITING,Male,"Alan Robert Murray, Bub Asman",White,Eraser,FALSE
1996,1997,69,SOUND EFFECTS EDITING,Male,Bruce Stambler,White,The Ghost and the Darkness,TRUE
1996,1997,69,VISUAL EFFECTS,Male,"Scott Squires, Phil Tippett, James Straus, Kit West",White,Dragonheart,FALSE
1996,1997,69,VISUAL EFFECTS,Male,"Volker Engel, Douglas Smith, Clay Pinney, Joseph Viskocil",White,Independence Day,TRUE
1996,1997,69,VISUAL EFFECTS,Male,"Stefen Fangmeier, John Frazier, Habib Zargarpour, Henry La Bounta",Asian,Twister,FALSE
1996,1997,69,WRITING (Adapted Screenplay),Male,Arthur Miller,White,The Crucible,FALSE
1996,1997,69,WRITING (Adapted Screenplay),Male,Anthony Minghella,White,The English Patient,FALSE
1996,1997,69,WRITING (Adapted Screenplay),Male,Kenneth Branagh,White,Hamlet,FALSE
1996,1997,69,WRITING (Adapted Screenplay),Male,Billy Bob Thornton,White,Sling Blade,TRUE
1996,1997,69,WRITING (Adapted Screenplay),Male,John Hodge,White,Trainspotting,FALSE
1996,1997,69,WRITING (Screenplay Written Directly for the Screen),Male,"Ethan Coen, Joel Coen",White,Fargo,TRUE
1996,1997,69,WRITING (Screenplay Written Directly for the Screen),Male,Cameron Crowe,White,Jerry Maguire,FALSE
1996,1997,69,WRITING (Screenplay Written Directly for the Screen),Male,John Sayles,White,Lone Star,FALSE
1996,1997,69,WRITING (Screenplay Written Directly for the Screen),Male,Mike Leigh,White,Secrets & Lies,FALSE
1996,1997,69,WRITING (Screenplay Written Directly for the Screen),Male,Screenplay by Jan Sardi;  Story by Scott Hicks,White,Shine,FALSE
